"Sample_no","Year","Planting_day","Planting_month","Harvest_day","Harvest_month","Treatment_Code","Rotation","Rep","Variety","Irrigation","Quality_short","Quality_long","Acceptance","Orig_Weight","Weight","AFG2","AFG1","AFB2","AFB1","AFTotal"
367,"2001","26","04","13","10",353,"7",3,"NA","50","A","whole kernel accept","premium",NA,200,0,0,0,0,0
368,"2001","26","04","13","10",363,"7",3,"NA","50","A","whole kernel accept","premium",NA,199.9,0,0,0,0,0
369,"2001","26","04","13","10",154,"7",1,"NA","0","A","whole kernel accept","premium",NA,199.9,2.2,34.8,1.5,25,63.4
370,"2001","26","04","13","10",164,"7",1,"NA","0","A","whole kernel accept","premium",NA,200,11.4,85.7,17.8,173.9,288.8
371,"2001","26","04","13","10",254,"7",2,"NA","0","A","whole kernel accept","premium",NA,200,0,0,0,0,0
372,"2001","26","04","13","10",264,"7",2,"NA","0","A","whole kernel accept","premium",NA,199.9,0.9,6,0.5,3.1,10.5
373,"2001","26","04","13","10",354,"7",3,"NA","0","A","whole kernel accept","premium",NA,200,0,0,0,0,0
374,"2001","26","04","13","10",364,"7",3,"NA","0","A","whole kernel accept","premium",NA,199.9,0,0,0,0,0
375,"2001","26","04","13","10",153,"7",1,"NA","50","R","whole kernel reject","reject",NA,200.2,0,0,0,0,0
376,"2001","26","04","13","10",163,"7",1,"NA","50","R","whole kernel reject","reject",NA,200.1,0,0,0,0,0
377,"2001","26","04","13","10",253,"7",2,"NA","50","R","whole kernel reject","reject",NA,275,0,0,0,0,0
378,"2001","26","04","13","10",263,"7",2,"NA","50","R","whole kernel reject","reject",NA,200.2,0,0,0,0,0
379,"2001","26","04","13","10",353,"7",3,"NA","50","R","whole kernel reject","reject",NA,266.3,0,5.1,0,0,5.1
380,"2001","26","04","13","10",363,"7",3,"NA","50","R","whole kernel reject","reject",NA,199.8,0,0,0,0,0
381,"2001","26","04","13","10",154,"7",1,"NA","0","R","whole kernel reject","reject",NA,200,5.7,45.4,41.6,368.6,461.3
382,"2001","26","04","13","10",164,"7",1,"NA","0","R","whole kernel reject","reject",NA,199.9,98.9,540,86.6,710.4,1435.9
383,"2001","26","04","13","10",254,"7",2,"NA","0","R","whole kernel reject","reject",NA,199.8,4.1,44.3,6.1,66.1,120.6
384,"2001","26","04","13","10",264,"7",2,"NA","0","R","whole kernel reject","reject",NA,199.9,73.3,562.6,87.7,544.7,1268.3
385,"2001","26","04","13","10",354,"7",3,"NA","0","R","whole kernel reject","reject",NA,260.2,0,0,0,0,0
386,"2001","26","04","13","10",364,"7",3,"NA","0","R","whole kernel reject","reject",NA,264.1,0,0,72,949.3,1021.3
387,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,133.2,0,0,0,0,0
388,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","Med","whole kernel medium ","premium",NA,183.3,0,0,0,0,0
389,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,37.1,0,0,0,0,0
390,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","Splits","split kernel","accept",NA,12.1,0,0,0,0,0
391,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,27.6,0,0,0,0,0
392,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,33.3,0,0,0,0,0
393,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","OS","other splits","reject",NA,55.3,0,0,1.2654,2.0658,3.3312
394,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,138.1,0,0,0,0,0
395,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","Med","whole kernel medium ","premium",NA,171.3,0,0,0,0,0
396,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","No 1","whole kernel number 1","premium",NA,35.2,0,0,0,0,0
397,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","Splits","split kernel","accept",NA,11.1,0,0,0,0,0
398,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,18.5,0,0,0,0,0
399,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,10.8,0,0,0,0,0
400,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","OS","other splits","reject",NA,57.5,0,0,0.9235,1.1256,2.0491
401,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,115.3,0,0,0,0,0
402,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","Med","whole kernel medium ","premium",NA,182.5,0,0,0,0,0
403,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,31.5,0,0,0,0,0
404,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","Splits","split kernel","accept",NA,13,0,0,0,0,0
405,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,39.2,0,0,0,0,0
406,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,42.6,0,0,0,0,0
407,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","OS","other splits","reject",NA,73.1,0,0,0,0,0
408,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,113.1,0,0,0,0,0
409,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","Med","whole kernel medium ","premium",NA,156,0,0,0,0,0
410,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","No 1","whole kernel number 1","premium",NA,49.2,0,0,0,0,0
411,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","Splits","split kernel","accept",NA,17.5,0,0,0,0,0
412,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,40.6,0,0,0,0,0
413,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,20.1,0,0,0,0,0
414,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","OS","other splits","reject",NA,12.3,0,0,0,0,0
415,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,125.6,0,0,0,0,0
416,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","Med","whole kernel medium ","premium",NA,175.4,0,0,0,0,0
417,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,34,0,0,0,0,0
418,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","Splits","split kernel","accept",NA,11.1,0,0,0,0,0
419,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,25.6,0,0,0,0,0
420,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,12.1,0,0,0,0,0
421,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","OS","other splits","reject",NA,75.7,0,0,3.58974,5.26598,8.85572
422,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,114.9,0,0,0,0,0
423,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","Med","whole kernel medium ","premium",NA,172.6,0,0,0,0,0
424,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","No 1","whole kernel number 1","premium",NA,50.4,0,0,0,0,0
425,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","Splits","split kernel","accept",NA,13.5,0,0,0,0,0
426,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,38.2,0,0,0,0,0
427,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,25.2,0,0,0,0,0
428,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","OS","other splits","reject",NA,61.1,0,0,0,0,0
429,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,121.4,0,0,0,0,0
430,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","Med","whole kernel medium ","premium",NA,156.3,0,0,0,0,0
431,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,40.9,0,0,0,0,0
432,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","Splits","split kernel","accept",NA,15.1,0,0,0,0,0
433,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,43.9,0,0,0,0,0
434,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,41.6,0,0,0,0,0
435,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","OS","other splits","reject",NA,85.4,0,0,2.0016,3.9658,5.9674
436,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,111.6,0,0,0,0,0
437,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","Med","whole kernel medium ","premium",NA,159.6,0,0,0,0,0
438,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","No 1","whole kernel number 1","premium",NA,48,0,0,0,0,0
439,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","Splits","split kernel","accept",NA,12.7,0,0,0,0,0
440,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,35.4,0,0,0,0,0
441,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,42.7,0,0,0,0,0
442,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","OS","other splits","reject",NA,97.2,0,0,2.674,4.935,7.609
443,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,107.3,0,0,0,0,0
444,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","Med","whole kernel medium ","premium",NA,173.1,0,0,0,0,0
445,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,47.3,0,0,0,0,0
446,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","Splits","split kernel","accept",NA,16.1,0,0,0,0,0
447,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,36.5,0,0,0,0,0
448,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,25.5,0,0,0,0,0
449,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","OS","other splits","reject",NA,91.9,0,0,0,0,0
450,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,107.5,0,0,0,0,0
451,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","Med","whole kernel medium ","premium",NA,171.4,0,0,0,0,0
452,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","No 1","whole kernel number 1","premium",NA,47,0,0,0,0,0
453,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","Splits","split kernel","accept",NA,19.5,0,0,0,0,0
454,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,40,0,0,0,0,0
455,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,20.5,0,0,0,0,0
456,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","OS","other splits","reject",NA,84.9,0,0,1.2654,2.1545,3.4199
457,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","Jum","whole kernel jumbo","premium",NA,110.5,0,0,0,0,0
458,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","Med","whole kernel medium ","premium",NA,169.4,0,0,0,0,0
459,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","No 1","whole kernel number 1","premium",NA,43.8,0,0,0,0,0
460,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","Splits","split kernel","accept",NA,28.4,0,0,0,0,0
461,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","LSK  J","loose split kernel jumbo","accept",NA,25.1,0,0,0,0,0
462,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","LSK  M","loose split kernel medium","accept",NA,22.8,0,0,0,0,0
463,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","OS","other splits","reject",NA,99.6,0,0,0,0,0
464,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","Jum","whole kernel jumbo","premium",NA,91.6,0,0,0,0,0
465,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","Med","whole kernel medium ","premium",NA,166.5,0,0,0,0,0
466,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","No 1","whole kernel number 1","premium",NA,54.7,0,0,0,0,0
467,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","Splits","split kernel","accept",NA,21.3,0,0,0,0,0
468,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","LSK  J","loose split kernel jumbo","accept",NA,17,0,0,0,0,0
469,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","LSK  M","loose split kernel medium","accept",NA,13.4,0,0,0,0,0
470,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","OS","other splits","reject",NA,116.9,0,0,0,0,0
471,"2010","03","05","13","09",1153,"1",1,"GA Green twin","50","OS","other splits","reject",NA,72.2,0,0,0,0,0
472,"2010","03","05","13","09",1173,"1",1,"GA 982508","50","OS","other splits","reject",NA,49.4,0,0,0,0,0
473,"2010","03","05","13","09",1253,"1",2,"GA Green twin","50","OS","other splits","reject",NA,72.7,0,0,0,0,0
474,"2010","03","05","13","09",1273,"1",2,"GA 982508","50","OS","other splits","reject",NA,77.3,0,0,0,0,0
475,"2010","03","05","13","09",1353,"1",3,"GA Green twin","50","OS","other splits","reject",NA,85.5,0,0,0,0,0
476,"2010","03","05","13","09",1373,"1",3,"GA 982508","50","OS","other splits","reject",NA,56,0,0,0,0,0
477,"2010","03","05","13","09",3153,"3",1,"GA Green twin","50","OS","other splits","reject",NA,92.9,0,0,0,0,0
478,"2010","03","05","13","09",3173,"3",1,"GA 982508","50","OS","other splits","reject",NA,108.7,0,0,0,0,0
479,"2010","03","05","13","09",3253,"3",2,"GA Green twin","50","OS","other splits","reject",NA,89,0,0,0,0,0
480,"2010","03","05","13","09",3273,"3",2,"GA 982508","50","OS","other splits","reject",NA,130.2,0,0,0,0,0
481,"2010","03","05","13","09",3353,"3",3,"GA Green twin","50","OS","other splits","reject",NA,104.8,0,0,0,0,0
482,"2010","03","05","13","09",3373,"3",3,"GA 982508","50","OS","other splits","reject",NA,123.2,0,0,0,0,0
483,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","LSK","loose split kernel","accept",NA,8.9,0,0,0,0,0
484,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","LSK","loose split kernel","accept",NA,8.5,0,0,0,0,0
485,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","LSK","loose split kernel","accept",NA,7.8,0,0,0,0,0
486,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","LSK","loose split kernel","accept",NA,5.7,0,0,0,0,0
487,"2010","03","05","13","09",3154,"3",1,"GA Green twin","0","LSK","loose split kernel","accept",NA,5.1,0,0,0,0,0
488,"2010","03","05","13","09",3174,"3",1,"GA 982508","0","LSK","loose split kernel","accept",NA,4.2,0,0,0.30007,0.48624,0.78631
489,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.9,0,0,0,0,0
490,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","LSK","loose split kernel","accept",NA,3.6,0,0,0,0,0
491,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.7,0,0,0,0,0
492,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.8,0,0,0,0,0
493,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.5,0,0,0,0,0
494,"2010","03","05","13","09",1374,"1",3,"GA 982508","0","LSK","loose split kernel","accept",NA,3.5,0,0,0,0,0
495,"2010","03","05","13","09",1254,"1",2,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.4,0,0,0,0,0
496,"2010","03","05","13","09",3354,"3",3,"GA Green twin","0","LSK","loose split kernel","accept",NA,3.2,0,0,0,0,0
497,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","LSK","loose split kernel","accept",NA,2.8,0,0,0.2534,0.89411,1.14751
498,"2010","03","05","13","09",3254,"3",2,"GA Green twin","0","LSK","loose split kernel","accept",NA,2.8,0,0,0,0,0
499,"2010","03","05","13","09",3374,"3",3,"GA 982508","0","LSK","loose split kernel","accept",NA,2.2,0,0,0.21783,1.65108,1.86891
500,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","LSK","loose split kernel","accept",NA,2.2,0,0,0,0.49693,0.49693
501,"2010","03","05","13","09",1154,"1",1,"GA Green twin","0","LSK","loose split kernel","accept",NA,1.1144,0,0,0.40541,2.22426,2.62967
502,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","LSK","loose split kernel","accept",NA,0.9645,0,0.55585,1.54331,3.65437,5.75353
503,"2010","03","05","13","09",1174,"1",1,"GA 982508","0","LSK","loose split kernel","accept",NA,1.3446,0,0,0.28344,1.06052,1.34396
504,"2010","03","05","13","09",1274,"1",2,"GA 982508","0","LSK","loose split kernel","accept",NA,0.6541,0,0,0.33957,1.50504,1.84461
505,"2010","03","05","13","09",1354,"1",3,"GA Green twin","0","LSK","loose split kernel","accept",NA,1.4782,0.12277,0.74292,1.07484,3.35137,5.2919
506,"2010","03","05","13","09",3274,"3",2,"GA 982508","0","LSK","loose split kernel","accept",NA,0.3567,0,0.69214,1.04297,3.79422,5.52933
507,"2011","05","05","20","09",214,"2",1,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
508,"2011","05","05","20","09",214,"2",1,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
509,"2011","05","05","20","09",214,"2",1,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
510,"2011","05","05","20","09",214,"2",1,"NA","0","S","splits","accept",NA,NA,0,0,0,0,0
511,"2011","05","05","20","09",214,"2",1,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,0,0.06,0.06
512,"2011","05","05","20","09",214,"2",1,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0,0.027,0.027
513,"2011","05","05","20","09",214,"2",1,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0,0.011,0.011
514,"2011","05","05","20","09",214,"2",1,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0,0,0
515,"2011","05","05","20","09",214,"2",1,"NA","0","LSK S","loose shelled kernel split","accept",NA,NA,0,0,0.001,0.021,0.022
516,"2011","05","05","20","09",214,"2",1,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,4.895,7.598,12.493
517,"2011","05","05","20","09",224,"2",2,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
518,"2011","05","05","20","09",224,"2",2,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
519,"2011","05","05","20","09",224,"2",2,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
520,"2011","05","05","20","09",224,"2",2,"NA","0","S","splits","accept",NA,NA,0,0,0,0,0
521,"2011","05","05","20","09",224,"2",2,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,5.959,69.361,75.32
522,"2011","05","05","20","09",224,"2",2,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0,0,0
523,"2011","05","05","20","09",224,"2",2,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0,0,0
524,"2011","05","05","20","09",224,"2",2,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0.008,0.032,0.039
525,"2011","05","05","20","09",224,"2",2,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,2.977,65.667,68.644
526,"2011","05","05","20","09",234,"2",3,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
527,"2011","05","05","20","09",234,"2",3,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
528,"2011","05","05","20","09",234,"2",3,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
529,"2011","05","05","20","09",234,"2",3,"NA","0","S","splits","accept",NA,NA,0,0,0,0,0
530,"2011","05","05","20","09",234,"2",3,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,2.56,4.985,7.545
531,"2011","05","05","20","09",234,"2",3,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0,0,0
532,"2011","05","05","20","09",234,"2",3,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0,0,0
533,"2011","05","05","20","09",234,"2",3,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0.008,0.028,0.035
534,"2011","05","05","20","09",234,"2",3,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,0,0.015,0.015
535,"2011","05","05","20","09",514,"5",1,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
536,"2011","05","05","20","09",514,"5",1,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
537,"2011","05","05","20","09",514,"5",1,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
538,"2011","05","05","20","09",514,"5",1,"NA","0","S","splits","accept",NA,NA,0,0,0,0,0
539,"2011","05","05","20","09",514,"5",1,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,2.126,6.256,8.382
540,"2011","05","05","20","09",514,"5",1,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0,0,0
541,"2011","05","05","20","09",514,"5",1,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0,0,0
542,"2011","05","05","20","09",514,"5",1,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0.015,0.055,0.07
543,"2011","05","05","20","09",514,"5",1,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,0.894,0.985,1.879
544,"2011","05","05","20","09",524,"5",2,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
545,"2011","05","05","20","09",524,"5",2,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
546,"2011","05","05","20","09",524,"5",2,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
547,"2011","05","05","20","09",524,"5",2,"NA","0","S","splits","accept",NA,NA,0,0,0,0,0
548,"2011","05","05","20","09",524,"5",2,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,1.112,2.131,3.243
549,"2011","05","05","20","09",524,"5",2,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0,0.024,0.024
550,"2011","05","05","20","09",524,"5",2,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0.004,0.021,0.025
551,"2011","05","05","20","09",524,"5",2,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0,0,0
552,"2011","05","05","20","09",524,"5",2,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,0.012,0.108,0.12
553,"2011","05","05","20","09",534,"5",3,"NA","0","J","whole kernel jumbo","premium",NA,NA,0,0,0,0,0
554,"2011","05","05","20","09",534,"5",3,"NA","0","M","whole kernel medium ","premium",NA,NA,0,0,0,0,0
555,"2011","05","05","20","09",534,"5",3,"NA","0","N","whole kernel number 1","premium",NA,NA,0,0,0,0,0
556,"2011","05","05","20","09",534,"5",3,"NA","0","S","splits","accept",NA,NA,0,0,0,0.013,0.013
557,"2011","05","05","20","09",534,"5",3,"NA","0","O+D","other or damaged","reject",NA,NA,0,0,9.889,111.296,121.185
558,"2011","05","05","20","09",534,"5",3,"NA","0","LSK J","loose shelled kernel jumbo","accept",NA,NA,0,0,0.14,0.39,0.53
559,"2011","05","05","20","09",534,"5",3,"NA","0","LSK M","loose shelled kernel medium","accept",NA,NA,0,0,0.02,0.135,0.155
560,"2011","05","05","20","09",534,"5",3,"NA","0","LSK N","loose shelled kernel number 1","accept",NA,NA,0,0,0,0,0
561,"2011","05","05","20","09",534,"5",3,"NA","0","LSK OS","loose shelled kernel other","reject",NA,NA,0,0,2.541,3.568,6.109
